TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WCMT,WRHR,QMWT,MSGA,MSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WACC,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,VCST,VRWS,WADS4,VCMT1,VCMT2,RDPOS,CPS,DPM,GENLD
50,1198.338501,559.9932251,574.210144,574.2248535,538.1835327,553.3653564,938.8778687,937.5211182,1030.26062,1030.259644,0,0,0.030731924,-0.030731924,8640.825195,0,13.59174824,1679.269043,0,1184.81958,572.1763916,149.9892578,966.7296143,148.0650787,229204.4688,229389.2656,46.30461121,46.288517,48.16919708,48.21192932,0,0,0,567.2973633,262.95047,40.40825272,-6.912780762,-6.927490234,0,24.32076073,14.55949497,191.7193909,2.279289961,17.72182655,63.67407608,1679.269043,0,64.99430084,0,0,0,-0.309329063,0.319515675,1.845074534,-3.607999802,-1.752738714,3.954180479,4.354855061,623.8427734,623.8427734,623.8427734,574.210144,0,0,33.07500076,3444.020508,3.169075966,3.299999952,4.399999142,5641.093262,3.087928057,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.25015259,99.25015259,0,1737621.562,-0.763911426,0
55,1164.874634,558.440918,572.1605835,572.1740723,537.2069702,552.2294312,718.5613403,717.8497314,1035.234497,1035.233887,0,0,0.019242378,-0.019242378,8438.280273,0,15.61719799,1657.066772,0,1186.261963,567.4767456,152.3196259,962.6448975,141.0188446,229204.3125,229389.4219,35.22862625,35.218853,48.21590805,48.25898743,0,0,0,563.7280273,261.8394165,38.38280106,-8.432556152,-8.446044922,0,24.81077576,14.60722446,193.8547516,2.373591423,17.24498367,65.57330322,1657.066772,0,64.99343872,0,0,0,-0.363317132,0.352805138,1.850891709,-3.607999802,-1.767620206,3.86795783,4.147613049,619.3527222,619.3527222,619.3527222,572.1605835,0,0,33.07500076,3639.10376,3.294742346,3.299999952,4.399999142,5639.185059,3.087846756,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.14302826,99.14302826,0,1506771.243,-0.736765325,0
60,1130.697754,557.1781006,570.1846313,570.1970215,536.7203979,551.6155396,617.5263062,617.1017456,1039.086792,1039.086304,0,0,0.015403249,-0.015403249,8243.728516,0,17.56271362,1634.285522,0,1187.694336,562.6099243,154.5523682,959.2695313,136.2000732,229204.1875,229389.5469,27.54329872,27.53782082,48.25204849,48.2952919,0,0,0,560.0861816,260.9212952,36.43728638,-10.09844971,-10.11083984,0,25.24007416,14.64903831,195.7255249,2.467222452,17.44798851,67.23773956,1634.285522,0,64.9925766,0,0,0,-0.417796165,0.379379481,1.855138421,-3.607999802,-1.791278243,3.792692184,4.005884647,616.0747681,616.0747681,616.0747681,570.1846313,0,0,33.07500076,3827.102295,3.420366049,3.299999952,4.399999142,5637.279785,3.087765455,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.0358963,99.0358963,0,1312332.889,-0.716333628,0
65,1095.602539,555.9532471,568.0088501,568.0177002,536.4487305,551.2266846,598.3564453,607.4153442,1042.154053,1042.153687,0,0,0.015403249,-0.015403249,8056.361816,0,19.43638229,1610.838501,0,1189.126343,557.5203857,156.6973114,955.9694824,132.8716125,229204.2031,229389.5313,21.91807365,21.91338158,48.28076553,48.32410431,0,0,0,556.1066895,260.0236816,34.56361771,-11.90216064,-11.91101074,0,25.6174736,14.68579483,197.3701477,2.560327768,18.75905228,68.70078278,1610.838501,0,64.99171448,0,0,0,-0.47273314,0.404723525,1.858567119,-3.607999802,-1.817442417,3.726061106,3.907988548,613.4283447,613.4283447,613.4283447,568.0088501,0,0,33.07500076,4008.33374,3.545946598,3.299999952,4.399999142,5635.373047,3.087684393,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,98.92877197,98.92877197,0,1146891.829,-0.69996196,0
70,1056.746704,554.5875244,565.5375366,565.5435791,536.3056641,550.9691162,598.3564453,597.8867798,1044.520874,1044.52063,0,0,0.01155946,-0.01155946,7893.761719,0,21.06238365,0,0,1190.575806,0,158.5397186,952.4906616,130.4133301,229204.2188,229389.5156,16.35441017,16.35070038,48.30309296,48.3465004,0,0,0,551.9437866,259.0774536,32.93761826,-13.59375,-13.59979248,0,26.2599678,14.73989487,199.7906952,2.648073673,20.17498398,70.99468231,0,0,64.99085236,0,0,0,-0.528091311,0.432484984,1.861646056,-3.607999802,-1.841960192,3.666395664,3.835685968,611.0518188,611.0518188,611.0518188,565.5375366,0,0,33.07500076,4165.993652,3.671483278,3.299999952,4.399999142,5633.46875,3.087603092,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,98.82164001,98.82164001,0,1005147.687,-0.685987055,0
75,1030.511841,552.9365234,562.8865356,562.8898926,535.7537842,550.2217407,588.9854736,588.4994507,1046.033203,1046.033081,0,0,7.067183018,7.057338238,7771.084961,0,22.28915024,420.8211365,0,1191.680298,1191.680298,159.8944092,948.4494629,128.7841187,229195.9063,229381.1875,10.31709099,10.31447506,48.36922455,48.41278076,0,0,0,548.5870972,257.9782715,31.71084976,-14.29943848,-14.30279541,0,26.89141464,14.79195595,202.1198273,2.692684174,21.15675163,72.84062195,420.8211365,0,64.9899826,0,0,0,-0.583613276,0.465350568,1.864623666,-3.607999802,-1.861638904,3.61245966,3.787768364,608.7533569,608.7533569,608.7533569,562.8865356,0,0,33.07500076,4260.663574,3.796977758,4.876633167,4.399999142,5631.56543,3.087521791,0,0,2.587E-05,0,0,0.002405913,5.92363E-05,0,0,0,1000,78900,0,98.71450806,98.71450806,0,883119.5376,-0.673375368,0
80,999.232666,550.9113159,560.067749,560.0726929,534.6332397,548.8775635,588.9854736,588.4994507,1045.82666,1045.826782,0,0,12.65622044,12.65484428,7709.800293,0,22.90199661,407.2865295,0,1192.852905,1192.852905,160.499115,943.4230957,127.6527328,229138.4219,229323.7344,3.541550875,3.540652514,48.42290878,48.46654129,0,0,0,544.7784424,256.611084,31.09800339,-15.28930664,-15.29425049,0,27.38368797,14.83254147,203.9356079,2.702617645,22.41376114,74.44747162,407.2865295,0,64.98912048,0,0,0,-0.638874471,0.504636407,1.867919683,-3.607999802,-1.874318242,3.563314438,3.754492044,606.2092896,606.2092896,606.2092896,560.067749,0,0,33.07500076,4305.10791,3.922429085,6.323224068,4.399999142,5629.663574,3.087440729,0,0,3.19945E-05,0,0,0.00240594,6.04471E-05,0,0,0,1000,78900,0,98.60738373,98.60738373,0,777696.852,-0.661494136,0
85,969.7758789,548.9129639,557.1018066,557.1081543,533.7022095,547.7454834,588.9854736,588.4994507,1045.099976,1045.099976,0,0,5.447669506,5.447169781,7652.444824,0,23.47555161,394.9141235,0,1193.920776,1193.920776,161.0558319,938.4909058,126.1838303,229092.25,229277.5313,-0.000283099,-0.000283027,48.34373474,48.38743591,0,0,0,541.1950684,255.2695313,30.52444839,-15.90673828,-15.91308594,0,27.83813858,14.87000847,205.6118774,2.712161779,23.74310684,75.93113708,394.9141235,0,64.98825836,0,0,0,-0.693845212,0.542301774,1.871326804,-3.607999802,-1.888216615,3.518227339,3.711289167,603.5794678,603.5794678,603.5794678,557.1018066,0,0,33.07500076,4348.363281,4.047835827,4.682221889,4.399999142,5627.762207,3.087359667,0,0,2.50482E-05,0,0,0.002405913,5.90736E-05,0,0,0,1000,78900,0,98.50025177,98.50025177,0,686374.1747,-0.649964094,0
90,941.5032959,546.7114868,554.0582275,554.0476685,532.4619751,546.2838135,579.7779541,579.2992554,1044.949097,1044.949097,0,0,0,0,7598.43457,0,24.01565552,383.0825806,0,1194.911011,1194.911011,161.5716705,933.1419678,125.0500488,229083.8594,229269.1406,-0.001000229,-0.000999974,48.28044128,48.32406616,0,0,0,537.6132813,253.814621,29.98434639,-16.44494629,-16.43438721,0,28.25937653,14.90473747,207.1656494,2.721348286,24.91159439,77.30477905,383.0825806,0,64.98739624,0,0,0,-0.748530865,0.582546175,1.874803543,-3.607999802,-1.899181008,3.476620674,3.677942514,600.895874,600.895874,600.895874,554.0582275,0,0,33.07500076,4390.503418,4.173201084,3.299999952,4.399999142,5625.861328,3.087278366,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,98.39312744,98.39312744,0,607090.4586,-0.638566196,0
95,914.2000732,544.3121948,550.9456177,550.9391479,530.8851318,544.484436,579.7779541,579.2992554,1044.949097,1044.949097,0,0,0,0,7547.111328,0,24.5288868,371.6675415,0,1195.834229,1195.834229,162.0546875,927.3580322,124.0600891,229083.8594,229269.1406,-0.001793023,-0.001792564,48.28044128,48.32406616,0,0,0,534.0820313,252.2413788,29.4711132,-16.86358643,-16.8571167,0,28.62585068,14.93306065,208.4328003,2.729997635,26.21060181,78.45205688,371.6675415,0,64.98653412,0,0,0,-0.802933991,0.6249336,1.878459096,-3.607999802,-1.907541156,3.438028336,3.648826122,598.0742798,598.0742798,598.0742798,550.9456177,0,0,33.07500076,4431.553711,4.298522472,3.299999952,4.399999142,5623.962402,3.087196827,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,98.28599548,98.28599548,0,538124.7617,-0.627182543,0
100,887.996582,541.7462158,547.7745972,547.7716064,529.0385132,542.4055786,579.7779541,579.2992554,1044.949097,1044.949097,0,0,0,0,7498.273438,0,25.01726532,360.6980591,0,1196.690186,1196.690186,162.5073395,921.1971436,123.1597748,229083.8594,229269.1406,-0.002643288,-0.002642612,48.28044128,48.32406616,0,0,0,530.6886597,250.5656128,28.98273468,-17.0859375,-17.08294678,0,28.94989204,14.95682526,209.4962769,2.738318443,27.51146698,79.391716,360.6980591,0,64.985672,0,0,0,-0.857054472,0.668589115,1.88228786,-3.607999802,-1.914177418,3.402070284,3.622346401,595.1190186,595.1190186,595.1190186,547.7745972,0,0,33.07500076,4471.547363,4.423802376,3.299999952,4.399999142,5622.064453,3.087116241,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,98.17886353,98.17886353,0,478025.7966,-0.615758657,0
105,862.7412109,539.0511475,544.5651245,544.5649414,526.9755859,540.1043091,579.7779541,579.2992554,1044.949097,1044.949097,0,0,0,0,7452.707031,0,25.47293091,350.1372375,0,1197.484375,1197.484375,162.9200287,914.7518921,122.2857895,229083.8594,229269.1406,-0.003537074,-0.003536169,48.28044128,48.32406616,0,0,0,527.2493286,248.8125153,28.527071,-17.3157959,-17.31561279,0,29.25117874,14.97892666,210.4850616,2.746454716,28.82925987,80.26556396,350.1372375,0,64.98480988,0,0,0,-0.910889864,0.712602675,1.886268139,-3.607999802,-1.920018911,3.368432283,3.596640825,592.0467529,592.0467529,592.0467529,544.5651245,0,0,33.07500076,4510.515625,4.549039364,3.299999952,4.399999142,5620.167969,3.087034941,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,98.0717392,98.0717392,0,425562.1472,-0.604280531,0
110,838.1959229,536.2441406,541.3193359,541.3215332,524.7272339,537.6138306,579.7779541,579.2992554,1044.949097,1044.949097,0,0,0,0,7408.953613,0,25.91046333,339.8790588,0,1198.226563,1198.226563,163.3105774,908.0568237,121.4414978,229083.8594,229269.1406,-0.004469174,-0.004468032,48.28044128,48.32406616,0,0,0,523.8638306,246.9914551,28.08953667,-17.45550537,-17.45770264,0,29.53158188,14.99949265,211.4053192,2.754440308,30.17066193,81.0790329,339.8790588,0,64.98394012,0,0,0,-0.96444273,0.756474137,1.890378714,-3.607999802,-1.9255898,3.336852789,3.571808815,588.8739624,588.8739624,588.8739624,541.3193359,0,0,33.07500076,4548.47998,4.674232006,3.299999952,4.399999142,5618.272949,3.086954117,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,97.96460724,97.96460724,0,379683.9586,-0.592759311,0
115,814.3422852,533.3591309,538.0586548,538.0629883,522.3386841,534.9813843,579.7779541,579.2992554,1044.948364,1044.948364,0,0,0,0,7366.988281,0,26.33011627,329.9049988,0,1198.919189,1198.919189,163.6792755,901.1867065,120.5970688,229083.8594,229269.1406,-0.005428303,-0.005426915,48.28044128,48.32406616,0,0,0,520.5721436,245.1227875,27.66988373,-17.48651123,-17.49084473,0,29.82549667,15.02007771,212.3262939,2.76259017,31.5417614,81.87505341,329.9049988,0,64.983078,0,0,0,-1.017717242,0.799505293,1.894591212,-3.607999802,-1.931620717,3.307110071,3.546972513,585.6224365,585.6224365,585.6224365,538.0586548,0,0,33.07500076,4585.45752,4.799383163,3.299999952,4.399999142,5616.37793,3.086872816,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,97.85748291,97.85748291,0,339493.6923,-0.581221938,0
120,791.607605,530.4064941,534.7831421,534.7893066,519.8300171,532.2285156,579.7779541,579.2992554,1044.947144,1044.947144,0,0,0,0,7327.109863,0,26.72890091,320.2333679,0,1199.553467,1199.553467,164.0224915,894.1737671,119.7723312,229083.8594,229269.1406,-0.006409599,-0.00640796,48.2804184,48.32404327,0,0,0,517.1577759,243.2152557,27.27109909,-17.62536621,-17.63153076,0,30.16811371,15.04224586,213.318161,2.771273613,32.91346741,82.75149536,320.2333679,0,64.98221588,0,0,0,-1.070712686,0.841421723,1.898876905,-3.607999802,-1.938413858,3.279016495,3.522715569,582.3143311,582.3143311,582.3143311,534.7831421,0,0,33.07500076,4621.462402,4.924490452,3.299999952,4.399999142,5614.484375,3.086791992,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,97.75035095,97.75035095,0,304222.4361,-0.569704831,0
125,769.9298706,527.3942871,531.4923706,531.500061,517.2172852,529.3724365,579.7779541,579.2992554,1044.945923,1044.945923,0,0,0,0,7290.432617,0,27.09567261,310.6791687,0,1200.130493,1200.130493,164.3265839,887.0267944,118.9757538,229083.8594,229269.1406,-0.00741174,-0.007409845,48.2804184,48.32404327,0,0,0,513.8544312,241.271286,26.90432549,-17.63793945,-17.64562988,0,30.48866272,15.06299114,214.2461243,2.779780388,34.28137207,83.56985474,310.6791687,0,64.98135376,0,0,0,-1.123436332,0.882011235,1.903226972,-3.607999802,-1.946198225,3.252410173,3.49928689,578.9567261,578.9567261,578.9567261,531.4923706,0,0,33.07500076,4656.485352,5.049554825,3.299999952,4.399999142,5612.592773,3.086711168,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,97.64321899,97.64321899,0,273210.6494,-0.558249712,0
130,748.8513794,524.3516235,528.208252,528.2171631,514.5359497,526.4501343,579.7779541,579.2992554,1044.944702,1044.944702,0,0,0,0,7255.956543,0,27.44043541,301.3928528,0,1200.665894,1200.665894,164.6037903,879.8117065,118.1753693,229083.8594,229269.1406,-0.008424822,-0.008422668,48.28039551,48.32402039,0,0,0,510.6436462,239.3087769,26.55956459,-17.56460571,-17.57351685,0,30.78701782,15.08229828,215.109848,2.788233519,35.67528534,84.33339691,301.3928528,0,64.98049164,0,0,0,-1.17588532,0.920826197,1.907618999,-3.607999802,-1.955440044,3.227152109,3.475746155,575.5666504,575.5666504,575.5666504,528.208252,0,0,33.07500076,4690.536621,5.174577236,3.299999952,4.399999142,5610.700684,3.086630106,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,97.53609467,97.53609467,0,245891.6767,-0.54690063,0
135,728.3688965,521.298645,524.9452515,524.9549561,511.8112183,523.4880371,579.7779541,579.2992554,1044.943481,1044.943481,0,0,0,0,7223.055176,0,27.76944923,292.3683777,0,1201.161377,1201.161377,164.8617706,872.5739746,117.3689346,229083.8594,229269.1406,-0.009441951,-0.009439537,48.28039551,48.32402039,0,0,0,507.523407,237.3401337,26.23055267,-17.42184448,-17.43154907,0,31.06685829,15.10040283,215.9199829,2.796520472,37.09475327,85.04782104,292.3683777,0,64.97962952,0,0,0,-1.228062749,0.957609057,1.912027597,-3.607999802,-1.966426015,3.203121662,3.452027559,572.1637573,572.1637573,572.1637573,524.9452515,0,0,33.07500076,4723.633789,5.299555779,3.299999952,4.399999142,5608.810547,3.086549282,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,97.42896271,97.42896271,0,221778.4607,-0.535701931,0
140,708.480835,518.25177,521.7147827,521.7252808,509.0640259,520.5078125,579.7779541,579.2992554,1044.942261,1044.942261,0,0,0,0,7191.729004,0,28.08271027,283.6051941,0,1201.618164,1201.618164,165.1004944,865.3505859,116.5598297,229083.8594,229269.1406,-0.010457534,-0.010454861,48.28037643,48.32402039,0,0,0,504.4934998,235.3753662,25.91728973,-17.22128296,-17.23178101,0,31.32763863,15.11727715,216.6749268,2.804777622,38.53741074,85.71539307,283.6051941,0,64.97875977,0,0,0,-1.2799716,0.992201209,1.916429758,-3.607999802,-1.979340553,3.180212498,3.428230286,568.7659302,568.7659302,568.7659302,521.7147827,0,0,33.07500076,4755.796387,5.424491405,3.299999952,4.399999142,5606.920898,3.086468458,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,97.32183838,97.32183838,0,200451.8768,-0.524696708,0
