TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WCMT,WRHR,QMWT,MSGA,MSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WACC,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,VCST,VRWS,WADS4,VCMT1,VCMT2,RDPOS,CPS,DPM,GENLD
0,2250.042236,573.5,611.4680786,611.4680786,535.5319214,535.5319214,15544.5,15544.5,788.5,788.5,2146.229248,2146.229248,2146.229248,2146.229248,11177,53.50000381,8.39233E-07,0,0,1113.602417,526.71698,0,0,3400,225000,225000,1708.5,1708.5,65,65,100,0,0,652.6446533,0,65.76999664,41.17657471,41.17657471,0,14.69999981,12.95647335,120,1,2.700000048,0.146408841,0,0,0,500,0,0,0.000352478,0,0,0,0.000352478,100,100,2048,2048,2048,611.4680786,0,0,13.22999954,1.099999785,2.199999571,3.299999952,4.399999142,5655.817383,3.088554859,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,13.22999954,1000,78900,0,100,100,98,100000000,52.11999893,1133.333374
5,1811.786133,579.5452881,614.4484253,614.5955811,536.6734009,536.5263062,16198.75,15763.68359,794.9480591,794.9314575,2105.051025,2104.327881,2151.464844,2140.993652,10486.02344,22.09195709,-3.8147E-06,9284.480469,0,1145.588867,532.6611328,0,0,3216.956787,224932.6719,224945.2813,1860.934937,1852.429199,66.14652252,66.07772064,100,0,0,626.8673096,0,58.86023331,12.41888428,12.27172852,0,19.06251526,13.91791153,163.0143738,1.585260987,2.89848876,6.029508114,9284.480469,0,0,1600.000052,0,0,0.00089859,-0.161000296,0.117457464,0.002680067,-0.039964166,82.32294464,94.61637878,1957.338135,1957.338135,1957.338135,614.4484253,0,0,33.07500076,1745.947754,2.199999571,3.299999952,4.399999142,5655.817383,3.088554859,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,13.22999954,1000,78900,0,100,100,98.07427216,82322943.21,-0.49879995,1133.333374
10,1444.5896,574.4509888,605.5043335,605.6323853,536.7979126,550.1913452,17392.95313,16584.05273,886.3173828,885.935791,584.9838257,583.5264282,5.356338024,-5.356338024,9882.032227,0,1.179677725,5024.310547,0,1172.27417,606.7940674,135.7476501,1001.360046,1679.468262,227920.5313,227974.8438,718.1553955,708.8393555,46.46551514,46.37677383,0,0,0,592.6511841,272.3699341,52.82032394,-12.85314941,-12.98120117,0,21.85742569,14.29307175,179.799057,1.937455177,5.741650581,52.33785629,5024.310547,0,64.99939728,0,0,0,-0.016425781,-0.024571586,1.043487549,-3.607999802,-2.60550952,5.510111809,49.39612579,1242.563477,1242.563477,1242.563477,605.5043335,0,0,33.07500076,2623.375977,2.300802946,3.299999952,4.399999142,5654.28418,3.088489771,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.93572235,99.93572235,0,12488949.32,-3.593154907,0
15,1326.868896,574.5338745,592.1582642,592.2076416,549.8980713,563.9712524,16087.21094,15861.81152,938.022522,937.2394409,100.6340332,98.06347656,7.720072746,-7.720072746,9410.344727,0,5.896552563,4644.582031,0,1178.963013,599.5977783,141.365921,1001.530151,747.6564941,229404.5781,229512.25,258.2359924,238.3775482,47.40200043,47.28415298,0,0,0,580.269104,272.4161987,48.10344696,-11.88916016,-11.9385376,0,23.58445358,14.48779297,188.5106812,2.167094231,12.89871883,60.31584167,4644.582031,0,64.99853516,0,0,0,-0.061133575,-0.026726434,1.51852572,-3.607999802,-2.17733407,5.236421108,21.98989677,875.8959351,875.8959351,875.8959351,592.1582642,0,0,33.07500076,3173.18335,2.426766872,3.299999952,4.399999142,5652.369141,3.088408232,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.82859039,99.82859039,0,7668262.059,-2.007645369,0
20,1294.620605,573.0456543,583.8078613,583.8267822,555.1629028,569.4835815,8672.341797,8554.126953,959.5685425,959.5356445,0,0,1.398123384,-1.398123384,8835.03418,0,11.6496582,4405.976563,0,1180.401001,607.4003296,148.2500916,998.2080688,389.00177,229420.2969,229574.2813,172.8532715,172.7656403,47.57463455,47.57151794,0,0,0,577.2462769,271.5126038,42.3503418,-6.561584473,-6.580505371,0,25.16963005,14.64219475,195.418457,2.402406454,18.13782883,66.61676025,4405.976563,0,64.99766541,0,0,0,-0.107561797,0.01164085,1.703834057,-3.607999802,-2.000086784,4.744823933,11.44122887,732.8620605,732.8620605,732.8620605,583.8078613,0,0,33.07500076,3710.388428,2.552687883,3.299999952,4.399999142,5650.455078,3.088326693,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.72146606,99.72146606,0,5667635.113,-1.353996873,0
25,1247.169922,569.1279297,578.0037842,578.0111084,553.2676392,567.321228,4770.332031,4708.333008,977.9436035,977.9389038,0,0,0.145243958,-0.145243958,8277.923828,0,17.22076225,4148.522461,0,1182.561768,613.3791504,154.9119263,989.4393921,250.3642578,229418.7813,229575.7969,136.7459106,136.6037292,47.72964096,47.76334381,0,0,0,572.5477295,269.1275024,36.77923965,-5.456054688,-5.463378906,0,27.21373558,14.81855488,203.3086243,2.630897284,21.45552254,73.25161743,4148.522461,0,64.99680328,0,0,0,-0.155893713,0.109398305,1.779768586,-3.607999802,-1.874726772,4.491193295,7.363654613,674.2505493,674.2505493,674.2505493,578.0037842,0,0,33.07500076,4196.522461,2.678565264,3.299999952,4.399999142,5648.54248,3.088245392,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.61433411,99.61433411,0,4527954.461,-1.075642347,0
30,1192.223145,563.774231,572.7062378,572.7200317,548.0731201,561.6798096,2711.623535,2679.108154,991.8001099,991.7958984,0,0,0.13416107,-0.13416107,7759.374512,0,22.40625381,1354.710449,0,1184.810425,1184.810425,161.1026764,977.206543,195.760376,229418.0938,229576.4844,96.80490112,96.66549683,47.86124039,47.89558029,0,0,0,567.3197632,265.8001709,31.59374428,-5.386474609,-5.400268555,0,29.23182297,14.97753525,210.4214325,2.828435898,21.90776443,79.91899109,1354.710449,0,64.99594116,0,0,0,-0.205842897,0.235521331,1.81478405,-3.607999802,-1.763537407,4.306096077,5.757658005,647.2230225,647.2230225,647.2230225,572.7062378,0,0,33.07500076,4608.483887,2.804399967,3.299999952,4.399999142,5646.630371,3.088163853,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.50720978,99.50720978,0,3750328.559,-0.934779823,0
35,1102.546143,558.1488037,567.3171387,567.3684082,542.4909668,555.4875488,1625.414185,1608.361084,1001.159973,1001.156799,0,0,0.102549203,-0.102549203,7530.578613,0,24.69421387,1247.294067,0,1188.648682,1188.648682,163.7537384,964.2807007,172.0938568,229417.5,229577.0781,60.74063873,60.63262558,47.95088959,47.98616409,0,0,0,557.4493408,262.2843628,29.30578613,-9.867797852,-9.919067383,0,30.70726776,15.07716942,214.8788757,2.845253944,21.72671509,83.83461761,1247.294067,0,64.99507904,0,0,0,-0.256277472,0.358992636,1.834368825,-3.607999802,-1.670915842,4.161636829,5.061583996,632.1061401,632.1061401,632.1061401,567.3171387,0,0,33.07500076,4750.390625,2.930191517,3.299999952,4.399999142,5644.720215,3.088082552,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.40007782,99.40007782,0,3168730.292,-0.851437747,0
40,1023.948669,553.8916016,562.1809692,562.2546387,539.2824097,551.9025269,1052.909424,1043.965454,1006.766602,1006.764648,0,0,0.064952947,-0.064952947,7330.612305,0,26.69387817,1153.282593,0,1191.77063,1191.77063,166.0526123,953.8909912,158.3490143,229417.0938,229577.4844,35.35865784,35.29141998,48.00487137,48.04107285,0,0,0,548.2983398,259.4583435,27.30612373,-13.88262939,-13.95629883,0,32.06509399,15.16502762,218.8097382,2.860375166,21.80871582,87.35592651,1153.282593,0,64.99421692,0,0,0,-0.306587815,0.446430743,1.847362757,-3.607999802,-1.620794296,4.043898582,4.657323837,622.0765381,622.0765381,622.0765381,562.1809692,0,0,33.07500076,4884.327148,3.055939436,3.299999952,4.399999142,5642.811035,3.088001251,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.29294586,99.29294586,0,2710753.938,-0.797547042,0
45,954.2128296,549.786438,557.553772,557.6390381,535.8695679,548.1221313,750.1035156,745.4127808,1009.841309,1009.840454,0,0,0.032642804,-0.032642804,7153.227539,0,28.46772385,1071.357788,0,1194.338257,1194.338257,168.0756378,944.4260864,150.6477814,229416.8594,229577.7188,16.39674759,16.36868286,48.03490448,48.07189941,0,0,0,539.7451782,256.8839111,25.53227615,-17.80859375,-17.89385986,0,33.18715286,15.23763084,222.0580444,2.873152494,22.29205322,90.26179504,1071.357788,0,64.9933548,0,0,0,-0.356809825,0.525971889,1.856702328,-3.607999802,-1.582135439,3.944980145,4.430817127,614.8676147,614.8676147,614.8676147,557.553772,0,0,33.07500076,5010.96582,3.18164444,3.299999952,4.399999142,5640.902344,3.08791995,0,0,1.95518E-05,0,0,0.002405913,5.79167E-05,0,0,0,1000,78900,0,99.18582153,99.18582153,0,2338221.978,-0.76078999,0
